Year,State,County,State FIPS Code,County Code,County FIPS Code,PovertyRate,Multiple Cause of death,Multiple Cause of death Code,Deaths,Intent,
2020,Alabama,"Calhoun County, AL",01,15,01015,14.5,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2020,Alabama,"Coffee County, AL",01,31,01031,13.9,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Alabama,"Cullman County, AL",01,43,01043,12.5,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Alabama,"DeKalb County, AL",01,49,01049,15.2,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Alabama,"Elmore County, AL",01,51,01051,11.5,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Alabama,"Etowah County, AL",01,55,01055,15.6,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Alabama,"Houston County, AL",01,69,01069,14.8,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Alabama,"Jefferson County, AL",01,73,01073,14.4,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2020,Alabama,"Lauderdale County, AL",01,77,01077,13.9,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Alabama,"Madison County, AL",01,89,01089,10.5,Intentional self-harm by other and unspecified firearm discharge,X74,33,Suicide,
2020,Alabama,"Marshall County, AL",01,95,01095,15.4,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Alabama,"Mobile County, AL",01,97,01097,17.6,Intentional self-harm by other and unspecified firearm discharge,X74,26,Suicide,
2020,Alabama,"Montgomery County, AL",01,101,01101,20.4,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Alabama,"Tuscaloosa County, AL",01,125,01125,14.4,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2020,Alabama,"Jefferson County, AL",01,73,01073,14.4,Assault by handgun discharge,X93,61,Assault,
2020,Alabama,"Morgan County, AL",01,103,01103,14.4,Assault by handgun discharge,X93,10,Assault,
2020,Alabama,"Dallas County, AL",01,47,01047,26.7,Assault by other and unspecified firearm discharge,X95,10,Assault,
2020,Alabama,"Jefferson County, AL",01,73,01073,14.4,Assault by other and unspecified firearm discharge,X95,85,Assault,
2020,Alabama,"Madison County, AL",01,89,01089,10.5,Assault by other and unspecified firearm discharge,X95,18,Assault,
2020,Alabama,"Mobile County, AL",01,97,01097,17.6,Assault by other and unspecified firearm discharge,X95,65,Assault,
2020,Alabama,"Montgomery County, AL",01,101,01101,20.4,Assault by other and unspecified firearm discharge,X95,63,Assault,
2020,Alabama,"Morgan County, AL",01,103,01103,14.4,Assault by other and unspecified firearm discharge,X95,10,Assault,
2020,Alabama,"Talladega County, AL",01,121,01121,16.9,Assault by other and unspecified firearm discharge,X95,19,Assault,
2020,Alabama,"Tuscaloosa County, AL",01,125,01125,14.4,Assault by other and unspecified firearm discharge,X95,15,Assault,
2021,Alabama,"Jefferson County, AL",01,73,01073,16.9,Intentional self-harm by handgun discharge,X72,46,Suicide,
2021,Alabama,"Morgan County, AL",01,103,01103,13.5,Intentional self-harm by handgun discharge,X72,10,Suicide,
2021,Alabama,"Shelby County, AL",01,117,01117,7.7,Intentional self-harm by handgun discharge,X72,16,Suicide,
2021,Alabama,"Baldwin County, AL",01,3,01003,10.8,Intentional self-harm by other and unspecified firearm discharge,X74,24,Suicide,
2021,Alabama,"Calhoun County, AL",01,15,01015,19.2,Intentional self-harm by other and unspecified firearm discharge,X74,23,Suicide,
2021,Alabama,"Cullman County, AL",01,43,01043,13.5,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Alabama,"Elmore County, AL",01,51,01051,12,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Alabama,"Etowah County, AL",01,55,01055,17.4,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2021,Alabama,"Houston County, AL",01,69,01069,19.1,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2021,Alabama,"Jefferson County, AL",01,73,01073,16.9,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Alabama,"Limestone County, AL",01,83,01083,9.9,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2021,Alabama,"Madison County, AL",01,89,01089,10.2,Intentional self-harm by other and unspecified firearm discharge,X74,41,Suicide,
2021,Alabama,"Mobile County, AL",01,97,01097,18.2,Intentional self-harm by other and unspecified firearm discharge,X74,46,Suicide,
2021,Alabama,"Montgomery County, AL",01,101,01101,21.7,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2021,Alabama,"St. Clair County, AL",01,115,01115,12.8,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2021,Alabama,"Talladega County, AL",01,121,01121,19.1,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2021,Alabama,"Tuscaloosa County, AL",01,125,01125,14.7,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2021,Alabama,"Walker County, AL",01,127,01127,20.2,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Alabama,"Jefferson County, AL",01,73,01073,16.9,Assault by handgun discharge,X93,78,Assault,
2021,Alabama,"Jefferson County, AL",01,73,01073,16.9,"Assault by rifle, shotgun and larger firearm discharge",X94,10,Assault,
2021,Alabama,"Dallas County, AL",01,47,01047,29.5,Assault by other and unspecified firearm discharge,X95,25,Assault,
2021,Alabama,"Houston County, AL",01,69,01069,19.1,Assault by other and unspecified firearm discharge,X95,12,Assault,
2021,Alabama,"Jefferson County, AL",01,73,01073,16.9,Assault by other and unspecified firearm discharge,X95,107,Assault,
2021,Alabama,"Madison County, AL",01,89,01089,10.2,Assault by other and unspecified firearm discharge,X95,26,Assault,
2021,Alabama,"Mobile County, AL",01,97,01097,18.2,Assault by other and unspecified firearm discharge,X95,70,Assault,
2021,Alabama,"Montgomery County, AL",01,101,01101,21.7,Assault by other and unspecified firearm discharge,X95,79,Assault,
2021,Alabama,"Russell County, AL",01,113,01113,21.7,Assault by other and unspecified firearm discharge,X95,13,Assault,
2021,Alabama,"Talladega County, AL",01,121,01121,19.1,Assault by other and unspecified firearm discharge,X95,17,Assault,
2021,Alabama,"Tuscaloosa County, AL",01,125,01125,14.7,Assault by other and unspecified firearm discharge,X95,18,Assault,
2018,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Intentional self-harm by handgun discharge,X72,14,Suicide,
2018,Alaska,"Fairbanks North Star Borough, AK",02,90,02090,8.6,Intentional self-harm by handgun discharge,X72,11,Suicide,
2018,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2018,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Assault by other and unspecified firearm discharge,X95,22,Assault,
2019,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Intentional self-harm by other and unspecified firearm discharge,X74,30,Suicide,
2019,Alaska,"Fairbanks North Star Borough, AK",02,90,02090,7.2,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2019,Alaska,"Matanuska-Susitna Borough, AK",02,170,02170,9.6,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2019,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Assault by other and unspecified firearm discharge,X95,24,Assault,
2020,Alaska,"Anchorage Borough, AK",02,20,02020,8.3,Intentional self-harm by handgun discharge,X72,13,Suicide,
2020,Alaska,"Anchorage Borough, AK",02,20,02020,8.3,Intentional self-harm by other and unspecified firearm discharge,X74,32,Suicide,
2020,Alaska,"Fairbanks North Star Borough, AK",02,90,02090,7.2,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2020,Alaska,"Matanuska-Susitna Borough, AK",02,170,02170,8.7,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2020,Alaska,"Anchorage Borough, AK",02,20,02020,8.3,Assault by other and unspecified firearm discharge,X95,13,Assault,
2021,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Intentional self-harm by handgun discharge,X72,14,Suicide,
2021,Alaska,"Fairbanks North Star Borough, AK",02,90,02090,7.9,Intentional self-harm by handgun discharge,X72,15,Suicide,
2021,Alaska,"Matanuska-Susitna Borough, AK",02,170,02170,10.5,Intentional self-harm by handgun discharge,X72,11,Suicide,
2021,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2021,Alaska,"Fairbanks North Star Borough, AK",02,90,02090,7.9,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2021,Alaska,"Matanuska-Susitna Borough, AK",02,170,02170,10.5,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Alaska,"Anchorage Borough, AK",02,20,02020,9.5,Assault by other and unspecified firearm discharge,X95,13,Assault,
2018,Arizona,"Maricopa County, AZ",04,13,01013,12.3,Intentional self-harm by handgun discharge,X72,25,Suicide,
2018,Arizona,"Pima County, AZ",04,19,01019,16.2,Intentional self-harm by handgun discharge,X72,40,Suicide,
2018,Arizona,"Yavapai County, AZ",04,25,01025,13.2,Intentional self-harm by handgun discharge,X72,34,Suicide,
2018,Arizona,"Maricopa County, AZ",04,13,01013,12.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,25,Suicide,
2018,Arizona,"Pima County, AZ",04,19,01019,16.2,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,18,Suicide,
2018,Arizona,"Cochise County, AZ",04,3,01003,15.1,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2018,Arizona,"Gila County, AZ",04,7,01007,20.4,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2018,Arizona,"Maricopa County, AZ",04,13,01013,12.3,Intentional self-harm by other and unspecified firearm discharge,X74,356,Suicide,
2018,Arizona,"Mohave County, AZ",04,15,01015,16.8,Intentional self-harm by other and unspecified firearm discharge,X74,53,Suicide,
2018,Arizona,"Navajo County, AZ",04,17,01017,28.5,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2018,Arizona,"Pima County, AZ",04,19,01019,16.2,Intentional self-harm by other and unspecified firearm discharge,X74,66,Suicide,
2018,Arizona,"Pinal County, AZ",04,21,01021,12.9,Intentional self-harm by other and unspecified firearm discharge,X74,40,Suicide,
2018,Arizona,"Yavapai County, AZ",04,25,01025,13.2,Intentional self-harm by other and unspecified firearm discharge,X74,17,Suicide,
2018,Arizona,"Yuma County, AZ",04,27,01027,19.5,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2018,Arizona,"Maricopa County, AZ",04,13,01013,12.3,Assault by other and unspecified firearm discharge,X95,187,Assault,
2018,Arizona,"Pima County, AZ",04,19,01019,16.2,Assault by other and unspecified firearm discharge,X95,45,Assault,
2018,Arizona,"Pinal County, AZ",04,21,01021,12.9,Assault by other and unspecified firearm discharge,X95,14,Assault,
2018,Arizona,"Yuma County, AZ",04,27,01027,19.5,Assault by other and unspecified firearm discharge,X95,10,Assault,
2019,Arizona,"Maricopa County, AZ",04,13,01013,12.2,Intentional self-harm by handgun discharge,X72,42,Suicide,
2019,Arizona,"Pima County, AZ",04,19,01019,14,Intentional self-harm by handgun discharge,X72,58,Suicide,
2019,Arizona,"Yavapai County, AZ",04,25,01025,12,Intentional self-harm by handgun discharge,X72,49,Suicide,
2019,Arizona,"Maricopa County, AZ",04,13,01013,12.2,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,18,Suicide,
2019,Arizona,"Pima County, AZ",04,19,01019,14,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,16,Suicide,
2019,Arizona,"Cochise County, AZ",04,3,01003,16.6,Intentional self-harm by other and unspecified firearm discharge,X74,16,Suicide,
2019,Arizona,"Gila County, AZ",04,7,01007,21.1,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2019,Arizona,"Maricopa County, AZ",04,13,01013,12.2,Intentional self-harm by other and unspecified firearm discharge,X74,348,Suicide,
2019,Arizona,"Mohave County, AZ",04,15,01015,16,Intentional self-harm by other and unspecified firearm discharge,X74,37,Suicide,
2019,Arizona,"Pima County, AZ",04,19,01019,14,Intentional self-harm by other and unspecified firearm discharge,X74,74,Suicide,
2019,Arizona,"Pinal County, AZ",04,21,01021,12.1,Intentional self-harm by other and unspecified firearm discharge,X74,41,Suicide,
2019,Arizona,"Yavapai County, AZ",04,25,01025,12,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2019,Arizona,"Yuma County, AZ",04,27,01027,20.4,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2019,Arizona,"Maricopa County, AZ",04,13,01013,12.2,Assault by other and unspecified firearm discharge,X95,186,Assault,
2019,Arizona,"Pima County, AZ",04,19,01019,14,Assault by other and unspecified firearm discharge,X95,43,Assault,
2019,Arizona,"Pinal County, AZ",04,21,01021,12.1,Assault by other and unspecified firearm discharge,X95,15,Assault,
2020,Arizona,"Coconino County, AZ",04,5,01005,17.2,Intentional self-harm by handgun discharge,X72,11,Suicide,
2020,Arizona,"Maricopa County, AZ",04,13,01013,11.6,Intentional self-harm by handgun discharge,X72,51,Suicide,
2020,Arizona,"Pima County, AZ",04,19,01019,14.9,Intentional self-harm by handgun discharge,X72,55,Suicide,
2020,Arizona,"Yavapai County, AZ",04,25,01025,10.8,Intentional self-harm by handgun discharge,X72,40,Suicide,
2020,Arizona,"Maricopa County, AZ",04,13,01013,11.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,23,Suicide,
2020,Arizona,"Cochise County, AZ",04,3,01003,14.6,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2020,Arizona,"Coconino County, AZ",04,5,01005,17.2,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Arizona,"Gila County, AZ",04,7,01007,16.7,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Arizona,"Maricopa County, AZ",04,13,01013,11.6,Intentional self-harm by other and unspecified firearm discharge,X74,355,Suicide,
2020,Arizona,"Mohave County, AZ",04,15,01015,15.3,Intentional self-harm by other and unspecified firearm discharge,X74,44,Suicide,
2020,Arizona,"Navajo County, AZ",04,17,01017,23.3,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Arizona,"Pima County, AZ",04,19,01019,14.9,Intentional self-harm by other and unspecified firearm discharge,X74,80,Suicide,
2020,Arizona,"Pinal County, AZ",04,21,01021,11.1,Intentional self-harm by other and unspecified firearm discharge,X74,34,Suicide,
2020,Arizona,"Yavapai County, AZ",04,25,01025,10.8,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2020,Arizona,"Yuma County, AZ",04,27,01027,15.2,Intentional self-harm by other and unspecified firearm discharge,X74,12,Suicide,
2020,Arizona,"Maricopa County, AZ",04,13,01013,11.6,Assault by other and unspecified firearm discharge,X95,242,Assault,
2020,Arizona,"Mohave County, AZ",04,15,01015,15.3,Assault by other and unspecified firearm discharge,X95,11,Assault,
2020,Arizona,"Navajo County, AZ",04,17,01017,23.3,Assault by other and unspecified firearm discharge,X95,18,Assault,
2020,Arizona,"Pima County, AZ",04,19,01019,14.9,Assault by other and unspecified firearm discharge,X95,54,Assault,
2020,Arizona,"Pinal County, AZ",04,21,01021,11.1,Assault by other and unspecified firearm discharge,X95,17,Assault,
2021,Arizona,"Cochise County, AZ",04,3,01003,17.1,Intentional self-harm by handgun discharge,X72,10,Suicide,
2021,Arizona,"Maricopa County, AZ",04,13,01013,11.3,Intentional self-harm by handgun discharge,X72,73,Suicide,
2021,Arizona,"Pima County, AZ",04,19,01019,14.7,Intentional self-harm by handgun discharge,X72,50,Suicide,
2021,Arizona,"Pinal County, AZ",04,21,01021,10.7,Intentional self-harm by handgun discharge,X72,16,Suicide,
2021,Arizona,"Yavapai County, AZ",04,25,01025,12.5,Intentional self-harm by handgun discharge,X72,42,Suicide,
2021,Arizona,"Maricopa County, AZ",04,13,01013,11.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,23,Suicide,
2021,Arizona,"Pima County, AZ",04,19,01019,14.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,10,Suicide,
2021,Arizona,"Cochise County, AZ",04,3,01003,17.1,Intentional self-harm by other and unspecified firearm discharge,X74,14,Suicide,
2021,Arizona,"Coconino County, AZ",04,5,01005,16.9,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2021,Arizona,"Maricopa County, AZ",04,13,01013,11.3,Intentional self-harm by other and unspecified firearm discharge,X74,345,Suicide,
2021,Arizona,"Mohave County, AZ",04,15,01015,18,Intentional self-harm by other and unspecified firearm discharge,X74,50,Suicide,
2021,Arizona,"Navajo County, AZ",04,17,01017,24.8,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2021,Arizona,"Pima County, AZ",04,19,01019,14.7,Intentional self-harm by other and unspecified firearm discharge,X74,82,Suicide,
2021,Arizona,"Pinal County, AZ",04,21,01021,10.7,Intentional self-harm by other and unspecified firearm discharge,X74,39,Suicide,
2021,Arizona,"Yuma County, AZ",04,27,01027,17.3,Intentional self-harm by other and unspecified firearm discharge,X74,19,Suicide,
2021,Arizona,"Apache County, AZ",04,1,01001,28.4,Assault by other and unspecified firearm discharge,X95,10,Assault,
2021,Arizona,"Maricopa County, AZ",04,13,01013,11.3,Assault by other and unspecified firearm discharge,X95,275,Assault,
2021,Arizona,"Pima County, AZ",04,19,01019,14.7,Assault by other and unspecified firearm discharge,X95,72,Assault,
2021,Arizona,"Pinal County, AZ",04,21,01021,10.7,Assault by other and unspecified firearm discharge,X95,27,Assault,
2018,Arkansas,"Faulkner County, AR",05,45,01045,15.4,Intentional self-harm by handgun discharge,X72,12,Suicide,
2018,Arkansas,"Benton County, AR",05,7,01007,8.6,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2018,Arkansas,"Crawford County, AR",05,33,01033,16,Intentional self-harm by other and unspecified firearm discharge,X74,10,Suicide,
2018,Arkansas,"Garland County, AR",05,51,01051,20.4,Intentional self-harm by other and unspecified firearm discharge,X74,18,Suicide,
2018,Arkansas,"Pulaski County, AR",05,119,01119,16.7,Intentional self-harm by other and unspecified firearm discharge,X74,42,Suicide,
2018,Arkansas,"Saline County, AR",05,125,01125,9.7,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2018,Arkansas,"Sebastian County, AR",05,131,01131,15.6,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2018,Arkansas,"Washington County, AR",05,143,05143,15.2,Intentional self-harm by other and unspecified firearm discharge,X74,13,Suicide,
2018,Arkansas,"Crittenden County, AR",05,35,01035,19.2,Assault by other and unspecified firearm discharge,X95,13,Assault,
2018,Arkansas,"Jefferson County, AR",05,69,01069,22.2,Assault by other and unspecified firearm discharge,X95,20,Assault,
2018,Arkansas,"Pulaski County, AR",05,119,01119,16.7,Assault by other and unspecified firearm discharge,X95,51,Assault,
2019,Arkansas,"Baxter County, AR",05,5,01005,12.7,Intentional self-harm by other and unspecified firearm discharge,X74,11,Suicide,
2019,Arkansas,"Benton County, AR",05,7,01007,8.9,Intentional self-harm by other and unspecified firearm discharge,X74,20,Suicide,
2019,Arkansas,"Garland County, AR",05,51,01051,16.9,Intentional self-harm by other and unspecified firearm discharge,X74,21,Suicide,
2019,Arkansas,"Pulaski County, AR",05,119,01119,14.6,Intentional self-harm by other and unspecified firearm discharge,X74,37,Suicide,
2019,Arkansas,"Saline County, AR",05,125,01125,9.6,Intentional self-harm by other and unspecified firearm discharge,X74,25,Suicide,
2019,Arkansas,"Washington County, AR",05,143,05143,15.1,Intentional self-harm by other and unspecified firearm discharge,X74,15,Suicide,
2019,Arkansas,"Jefferson County, AR",05,69,01069,24.4,Assault by other and unspecified firearm discharge,X95,25,Assault,
2019,Arkansas,"Mississippi County, AR",05,93,01093,23,Assault by other and unspecified firearm discharge,X95,15,Assault,
2019,Arkansas,"Phillips County, AR",05,107,01107,33.3,Assault by other and unspecified firearm discharge,X95,12,Assault,
